session_id,model,testgen_model,oracle,rounds,units_analyzed,functions_verified,cost_usd,tokens,incoherent_oracles_dropped,static_findings,execution_only_bugs,verification_gap_rate,confirmed,confirmed_static,confirmed_reliability_gap,refuted,confirmation_rate,inconclusive,not_execution_testable,verified_fixed,not_fixed,verified_fix_rate
20260708_203734_7d8a2bb1,gpt-oss-120b,gpt-oss-120b,correctness,5,11,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_203751_f376be8f,gpt-oss-120b,gpt-oss-120b,correctness,5,10,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_203756_4e523f43,gpt-oss-120b,gpt-oss-120b,correctness,5,11,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_203824_146b84fa,gpt-oss-120b,gpt-oss-120b,correctness,5,15,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_203907_e31ca0eb,gpt-oss-120b,gpt-oss-120b,correctness,5,12,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_203854_a1d00535,gpt-oss-120b,gpt-oss-120b,correctness,5,16,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_203844_d3e1ffbb,gpt-oss-120b,gpt-oss-120b,correctness,5,18,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_203958_d024d903,gpt-oss-120b,gpt-oss-120b,correctness,5,17,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_204039_2a9b2c1e,gpt-oss-120b,gpt-oss-120b,correctness,5,14,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_204023_f78c8e3d,gpt-oss-120b,gpt-oss-120b,correctness,5,18,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_204217_830b709c,gpt-oss-120b,gpt-oss-120b,correctness,5,4,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_204036_9a241eee,gpt-oss-120b,gpt-oss-120b,correctness,5,21,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_204243_a218ae03,gpt-oss-120b,gpt-oss-120b,correctness,5,5,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_204146_c0f5b704,gpt-oss-120b,gpt-oss-120b,correctness,5,14,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_204250_8aa0d78a,gpt-oss-120b,gpt-oss-120b,correctness,5,5,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_204207_bef72362,gpt-oss-120b,gpt-oss-120b,correctness,5,12,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_204321_c6c6eb1d,gpt-oss-120b,gpt-oss-120b,correctness,5,60,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_204315_9fb23c89,gpt-oss-120b,gpt-oss-120b,correctness,5,91,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_204944_8e3ee7ff,gpt-oss-120b,gpt-oss-120b,correctness,5,60,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_204323_8c3a7ea1,gpt-oss-120b,gpt-oss-120b,correctness,5,106,2,0.0,32995,0,1,1,0.5,1,,,0,1.0,0,1,0,1,0.0
20260708_204314_223b71f1,gpt-oss-120b,gpt-oss-120b,correctness,5,134,1,0.0,13333,0,0,1,1.0,1,,,0,1.0,0,0,1,0,1.0
20260708_205607_b1599a63,gpt-oss-120b,gpt-oss-120b,correctness,5,44,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_205255_c70140dd,gpt-oss-120b,gpt-oss-120b,correctness,5,79,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_210047_2ac0cdf5,gpt-oss-120b,gpt-oss-120b,correctness,5,15,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_205710_a63fd255,gpt-oss-120b,gpt-oss-120b,correctness,5,58,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_210119_8f135c57,gpt-oss-120b,gpt-oss-120b,correctness,5,20,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_205900_25181682,gpt-oss-120b,gpt-oss-120b,correctness,5,50,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_210223_82f4ee6a,gpt-oss-120b,gpt-oss-120b,correctness,5,18,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_210319_170c183c,gpt-oss-120b,gpt-oss-120b,correctness,5,13,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_210416_9b6907dd,gpt-oss-120b,gpt-oss-120b,correctness,5,24,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_210441_876d941d,gpt-oss-120b,gpt-oss-120b,correctness,5,21,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_210417_7af4b8cc,gpt-oss-120b,gpt-oss-120b,correctness,5,20,1,0.0,14718,0,0,0,,0,,,0,,0,0,,,
20260708_210326_18f0eeb1,gpt-oss-120b,gpt-oss-120b,correctness,5,28,1,0.0,14982,0,2,0,,0,,,0,,0,1,,,
20260708_210726_73e81feb,gpt-oss-120b,gpt-oss-120b,correctness,5,36,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_210650_479f6e8f,gpt-oss-120b,gpt-oss-120b,correctness,5,71,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_210656_08df3331,gpt-oss-120b,gpt-oss-120b,correctness,5,73,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_210719_523885af,gpt-oss-120b,gpt-oss-120b,correctness,5,73,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_211503_dace70d8,gpt-oss-120b,gpt-oss-120b,correctness,5,11,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_211440_77ad8ceb,gpt-oss-120b,gpt-oss-120b,correctness,5,18,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_211115_dc83a93e,gpt-oss-120b,gpt-oss-120b,correctness,5,53,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_211612_eecf3389,gpt-oss-120b,gpt-oss-120b,correctness,5,20,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_211820_73bde494,gpt-oss-120b,gpt-oss-120b,correctness,5,7,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_211634_896023b5,gpt-oss-120b,gpt-oss-120b,correctness,5,28,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_211421_8ac0d6ac,gpt-oss-120b,gpt-oss-120b,correctness,5,50,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_211904_97aef7b4,gpt-oss-120b,gpt-oss-120b,correctness,5,9,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_211933_06ea8895,gpt-oss-120b,gpt-oss-120b,correctness,5,11,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_211650_17e46e05,gpt-oss-120b,gpt-oss-120b,correctness,5,54,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_212002_51d91a3d,gpt-oss-120b,gpt-oss-120b,correctness,5,29,1,0.0,18139,0,0,0,,0,,,0,,0,0,,,
20260708_211940_fee14639,gpt-oss-120b,gpt-oss-120b,correctness,5,15,3,0.0,47567,0,2,1,1.0,1,,,0,1.0,0,1,0,1,0.0
20260708_212415_54f87aba,gpt-oss-120b,gpt-oss-120b,correctness,5,10,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_212044_4c883b66,gpt-oss-120b,gpt-oss-120b,correctness,5,45,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_212237_1085e7f3,gpt-oss-120b,gpt-oss-120b,correctness,5,28,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_212519_996f8264,gpt-oss-120b,gpt-oss-120b,correctness,5,10,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_212408_8ff81e76,gpt-oss-120b,gpt-oss-120b,correctness,5,26,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_212653_0707e909,gpt-oss-120b,gpt-oss-120b,correctness,5,26,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_212622_5c1cabca,gpt-oss-120b,gpt-oss-120b,correctness,5,39,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_213031_2f007781,gpt-oss-120b,gpt-oss-120b,correctness,5,8,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_212536_05dc8288,gpt-oss-120b,gpt-oss-120b,correctness,5,59,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_212939_53c69001,gpt-oss-120b,gpt-oss-120b,correctness,5,27,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_213123_116b6f7d,gpt-oss-120b,gpt-oss-120b,correctness,5,21,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_212533_9ded39b7,gpt-oss-120b,gpt-oss-120b,correctness,5,66,2,0.0,38555,0,0,0,,0,,,0,,0,0,,,
20260708_213337_b166b40b,gpt-oss-120b,gpt-oss-120b,correctness,5,12,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_213153_1ce9650c,gpt-oss-120b,gpt-oss-120b,correctness,5,30,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_213232_8ff58049,gpt-oss-120b,gpt-oss-120b,correctness,5,24,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_213453_32670a7c,gpt-oss-120b,gpt-oss-120b,correctness,5,33,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_213451_973d8f45,gpt-oss-120b,gpt-oss-120b,correctness,5,25,3,0.0,35020,0,2,0,,0,,,0,,0,0,,,
20260708_213506_8e18c8f0,gpt-oss-120b,gpt-oss-120b,correctness,5,57,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_213505_d573e810,gpt-oss-120b,gpt-oss-120b,correctness,5,71,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_213824_881bc1fd,gpt-oss-120b,gpt-oss-120b,correctness,5,51,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_214109_5bfbc984,gpt-oss-120b,gpt-oss-120b,correctness,5,33,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_214349_f07b5166,gpt-oss-120b,gpt-oss-120b,correctness,5,17,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_213923_ba58d7a3,gpt-oss-120b,gpt-oss-120b,correctness,5,84,1,0.0,9598,0,0,0,,0,,,0,,0,0,,,
20260708_214440_110582b9,gpt-oss-120b,gpt-oss-120b,correctness,5,47,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_214539_c328511d,gpt-oss-120b,gpt-oss-120b,correctness,5,41,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_214959_72f1f753,gpt-oss-120b,gpt-oss-120b,correctness,5,20,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_214938_d99956ab,gpt-oss-120b,gpt-oss-120b,correctness,5,29,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_214847_9b7ce22e,gpt-oss-120b,gpt-oss-120b,correctness,5,67,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_215206_f61ccbe9,gpt-oss-120b,gpt-oss-120b,correctness,5,11,5,0.0,49583,0,3,0,,0,,,0,,0,3,,,
20260708_215606_4ca821d6,gpt-oss-120b,gpt-oss-120b,correctness,5,2,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_215619_659a9ad9,gpt-oss-120b,gpt-oss-120b,correctness,5,3,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_215637_3c7ff45c,gpt-oss-120b,gpt-oss-120b,correctness,5,2,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_215243_e48b2f2a,gpt-oss-120b,gpt-oss-120b,correctness,5,23,4,0.0,51266,0,0,0,,0,,,0,,0,0,,,
20260708_214238_101105c8,gpt-oss-120b,gpt-oss-120b,correctness,5,135,3,0.0,35067,0,1,0,,0,,,0,,0,0,,,
20260708_215557_a6e8cb2c,gpt-oss-120b,gpt-oss-120b,correctness,5,22,2,0.0,22734,0,1,0,,0,,,0,,0,0,,,
20260708_215851_5e1fbeb0,gpt-oss-120b,gpt-oss-120b,correctness,5,11,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_215940_eca5b56c,gpt-oss-120b,gpt-oss-120b,correctness,5,6,0,0.0,0,0,3,0,,0,,,0,,0,0,,,
20260708_220001_cecfaddb,gpt-oss-120b,gpt-oss-120b,correctness,5,6,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_215650_9c0d7d74,gpt-oss-120b,gpt-oss-120b,correctness,5,38,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220054_582528ae,gpt-oss-120b,gpt-oss-120b,correctness,5,5,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220022_1be81bf4,gpt-oss-120b,gpt-oss-120b,correctness,5,16,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220126_6e4a76c6,gpt-oss-120b,gpt-oss-120b,correctness,5,7,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220204_e7be5d05,gpt-oss-120b,gpt-oss-120b,correctness,5,3,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220039_d63f7c84,gpt-oss-120b,gpt-oss-120b,correctness,5,12,1,0.0,13626,0,0,0,,0,,,0,,0,0,,,
20260708_220223_3595073d,gpt-oss-120b,gpt-oss-120b,correctness,5,6,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220211_974618e6,gpt-oss-120b,gpt-oss-120b,correctness,5,8,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220238_b1508369,gpt-oss-120b,gpt-oss-120b,correctness,5,7,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_215752_68c769e5,gpt-oss-120b,gpt-oss-120b,correctness,5,55,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220302_6d15d526,gpt-oss-120b,gpt-oss-120b,correctness,5,7,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220303_0d1db269,gpt-oss-120b,gpt-oss-120b,correctness,5,8,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220343_c97009e9,gpt-oss-120b,gpt-oss-120b,correctness,5,4,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220347_d4ae1802,gpt-oss-120b,gpt-oss-120b,correctness,5,6,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220323_2472724f,gpt-oss-120b,gpt-oss-120b,correctness,5,10,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220408_d1049439,gpt-oss-120b,gpt-oss-120b,correctness,5,7,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220427_96b088e5,gpt-oss-120b,gpt-oss-120b,correctness,5,9,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220353_72a58fe0,gpt-oss-120b,gpt-oss-120b,correctness,5,16,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220424_2fbae2df,gpt-oss-120b,gpt-oss-120b,correctness,5,13,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220452_5dbaf4ab,gpt-oss-120b,gpt-oss-120b,correctness,5,11,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220534_77399e16,gpt-oss-120b,gpt-oss-120b,correctness,5,6,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220524_7e2316b9,gpt-oss-120b,gpt-oss-120b,correctness,5,9,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220546_f64d7a3e,gpt-oss-120b,gpt-oss-120b,correctness,5,11,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220602_9db0f44e,gpt-oss-120b,gpt-oss-120b,correctness,5,10,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220656_204bdb43,gpt-oss-120b,gpt-oss-120b,correctness,5,6,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220612_3be1e399,gpt-oss-120b,gpt-oss-120b,correctness,5,13,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220620_d58eddc8,gpt-oss-120b,gpt-oss-120b,correctness,5,20,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220705_8b2de659,gpt-oss-120b,gpt-oss-120b,correctness,5,13,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220735_4c5523f3,gpt-oss-120b,gpt-oss-120b,correctness,5,14,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220827_c1e1e16c,gpt-oss-120b,gpt-oss-120b,correctness,5,10,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220827_59ec4463,gpt-oss-120b,gpt-oss-120b,correctness,5,12,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220734_5fa579ed,gpt-oss-120b,gpt-oss-120b,correctness,5,28,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220931_e1b91d28,gpt-oss-120b,gpt-oss-120b,correctness,5,12,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220944_734e1fd9,gpt-oss-120b,gpt-oss-120b,correctness,5,12,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_220904_c85b5768,gpt-oss-120b,gpt-oss-120b,correctness,5,27,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_221101_220119ec,gpt-oss-120b,gpt-oss-120b,correctness,5,31,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_221033_b689a550,gpt-oss-120b,gpt-oss-120b,correctness,5,44,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_221419_e182dc32,gpt-oss-120b,gpt-oss-120b,correctness,5,15,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_221049_2ea771d7,gpt-oss-120b,gpt-oss-120b,correctness,5,63,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_221555_203b7e8e,gpt-oss-120b,gpt-oss-120b,correctness,5,34,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_221515_1012b611,gpt-oss-120b,gpt-oss-120b,correctness,5,41,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_221932_8b2efab1,gpt-oss-120b,gpt-oss-120b,correctness,5,29,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_221731_6f608077,gpt-oss-120b,gpt-oss-120b,correctness,5,68,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_221157_3e58cc26,gpt-oss-120b,gpt-oss-120b,correctness,5,121,2,0.0,25617,0,1,0,,0,,,0,,0,0,,,
20260708_222236_c4524e1c,gpt-oss-120b,gpt-oss-120b,correctness,5,43,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_221937_02a34d3a,gpt-oss-120b,gpt-oss-120b,correctness,5,86,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_222444_47ee2e25,gpt-oss-120b,gpt-oss-120b,correctness,5,43,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_222609_6ce28628,gpt-oss-120b,gpt-oss-120b,correctness,5,38,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_222843_c9d8eb5e,gpt-oss-120b,gpt-oss-120b,correctness,5,24,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_222917_75b2d623,gpt-oss-120b,gpt-oss-120b,correctness,5,28,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_223010_7e505fe8,gpt-oss-120b,gpt-oss-120b,correctness,5,25,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_223116_2b610bbb,gpt-oss-120b,gpt-oss-120b,correctness,5,37,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_223513_30c6305f,gpt-oss-120b,gpt-oss-120b,correctness,5,5,0,0.0,0,0,1,0,,0,,,0,,0,0,,,
20260708_223216_db7c3e62,gpt-oss-120b,gpt-oss-120b,correctness,5,34,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_223555_dd835fb9,gpt-oss-120b,gpt-oss-120b,correctness,5,4,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_223621_42c75208,gpt-oss-120b,gpt-oss-120b,correctness,5,5,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_222709_57db9966,gpt-oss-120b,gpt-oss-120b,correctness,5,54,4,0.0,65445,0,0,4,1.0,4,,,0,1.0,0,0,3,1,0.75
20260708_223250_2ea0ec18,gpt-oss-120b,gpt-oss-120b,correctness,5,38,2,0.0,36672,0,0,0,,0,,,0,,0,0,,,
20260708_223750_10004358,gpt-oss-120b,gpt-oss-120b,correctness,5,4,1,0.0,12544,0,0,0,,0,,,0,,0,0,,,
20260708_223837_a69e1bb6,gpt-oss-120b,gpt-oss-120b,correctness,5,9,1,0.0,11370,0,0,0,,0,,,0,,0,0,,,
20260708_224011_a19ad92f,gpt-oss-120b,gpt-oss-120b,correctness,5,8,0,0.0,0,0,2,0,,0,,,0,,0,0,,,
20260708_224110_fc7a9760,gpt-oss-120b,gpt-oss-120b,correctness,5,7,1,0.0,11486,0,0,0,,0,,,0,,0,0,,,
20260708_223901_f7e9e438,gpt-oss-120b,gpt-oss-120b,correctness,5,7,5,0.0,63628,0,3,0,,0,,,0,,0,0,,,
20260708_224235_062f67e0,gpt-oss-120b,gpt-oss-120b,correctness,5,15,0,0.0,0,0,6,0,,0,,,0,,0,0,,,
20260708_223653_cb5367cd,gpt-oss-120b,gpt-oss-120b,correctness,5,20,10,0.0,98162,0,6,0,,0,,,0,,0,0,,,
20260708_224421_422bb08c,gpt-oss-120b,gpt-oss-120b,correctness,5,16,0,0.0,0,0,11,0,,0,,,0,,0,0,,,
20260708_224435_24ce2310,gpt-oss-120b,gpt-oss-120b,correctness,5,13,0,0.0,0,0,11,0,,0,,,0,,0,0,,,
20260708_224633_8ab3bcba,gpt-oss-120b,gpt-oss-120b,correctness,5,7,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_224617_1a03174c,gpt-oss-120b,gpt-oss-120b,correctness,5,5,1,0.0,11692,0,1,0,,0,,,0,,0,0,,,
20260708_224639_d7a17bc3,gpt-oss-120b,gpt-oss-120b,correctness,5,3,1,0.0,10935,0,0,1,1.0,1,,,0,1.0,0,0,1,0,1.0
20260708_224718_71974f63,gpt-oss-120b,gpt-oss-120b,correctness,5,6,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_224743_1bb30366,gpt-oss-120b,gpt-oss-120b,correctness,5,5,1,0.0,12298,0,0,0,,0,,,0,,0,0,,,
20260708_224906_5385dedb,gpt-oss-120b,gpt-oss-120b,correctness,5,4,1,0.0,12729,0,0,0,,0,,,0,,0,0,,,
20260708_224725_930936ab,gpt-oss-120b,gpt-oss-120b,correctness,5,25,1,0.0,11484,0,1,0,,0,,,0,,0,0,,,
20260708_224756_1237a175,gpt-oss-120b,gpt-oss-120b,correctness,5,6,2,0.0,31745,0,0,1,1.0,1,,,0,1.0,0,0,1,0,1.0
20260708_225057_8798246d,gpt-oss-120b,gpt-oss-120b,correctness,5,7,0,0.0,0,0,1,0,,0,,,0,,0,0,,,
20260708_225016_2527355c,gpt-oss-120b,gpt-oss-120b,correctness,5,14,1,0.0,10778,0,0,0,,0,,,0,,0,0,,,
20260708_225145_33f50ccb,gpt-oss-120b,gpt-oss-120b,correctness,5,14,0,0.0,0,0,1,0,,0,,,0,,0,0,,,
20260708_225236_148325a1,gpt-oss-120b,gpt-oss-120b,correctness,5,13,0,0.0,0,0,1,0,,0,,,0,,0,0,,,
20260708_225330_3587632b,gpt-oss-120b,gpt-oss-120b,correctness,5,12,0,0.0,0,0,1,0,,0,,,0,,0,0,,,
20260708_225118_a8b603c2,gpt-oss-120b,gpt-oss-120b,correctness,5,10,3,0.0,38318,0,0,1,1.0,1,,,0,1.0,0,0,0,1,0.0
20260708_223548_4f4013cc,gpt-oss-120b,gpt-oss-120b,correctness,5,177,2,0.0,15394,0,1,0,,0,,,0,,0,0,,,
20260708_225450_03fd7a5d,gpt-oss-120b,gpt-oss-120b,correctness,5,16,0,0.0,0,0,1,0,,0,,,0,,0,0,,,
20260708_225403_8ed8cb0f,gpt-oss-120b,gpt-oss-120b,correctness,5,9,3,0.0,50360,0,0,0,,0,,,0,,0,0,,,
20260708_225830_53c65c41,gpt-oss-120b,gpt-oss-120b,correctness,5,7,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_225642_3512c514,gpt-oss-120b,gpt-oss-120b,correctness,5,8,2,0.0,30283,0,0,0,,0,,,0,,0,0,,,
20260708_225457_b1aecc15,gpt-oss-120b,gpt-oss-120b,correctness,5,14,5,0.0,84708,0,8,2,1.0,2,,,0,1.0,1,0,2,0,1.0
20260708_230459_3caf9cf1,gpt-oss-120b,gpt-oss-120b,correctness,5,9,0,0.0,0,0,1,0,,0,,,0,,0,0,,,
20260708_225552_5701bf35,gpt-oss-120b,gpt-oss-120b,correctness,5,12,6,0.0,99875,0,7,3,1.0,3,,,0,1.0,1,0,3,0,1.0
20260708_225915_e25a42cb,gpt-oss-120b,gpt-oss-120b,correctness,5,13,5,0.0,88805,0,8,2,1.0,2,,,0,1.0,1,0,2,0,1.0
20260708_230656_ad9bbc66,gpt-oss-120b,gpt-oss-120b,correctness,5,9,2,0.0,18428,0,1,0,,0,,,0,,0,0,,,
20260708_230925_a984efef,gpt-oss-120b,gpt-oss-120b,correctness,5,2,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_230938_847a9aba,gpt-oss-120b,gpt-oss-120b,correctness,5,7,0,0.0,0,0,1,0,,0,,,0,,0,0,,,
20260708_230002_288a9cf6,gpt-oss-120b,gpt-oss-120b,correctness,5,12,7,0.0,94547,0,9,3,1.0,3,,,0,1.0,1,0,3,0,1.0
20260708_231026_fe051a75,gpt-oss-120b,gpt-oss-120b,correctness,5,4,0,0.0,0,0,1,0,,0,,,0,,0,0,,,
20260708_231058_644b3aad,gpt-oss-120b,gpt-oss-120b,correctness,5,13,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_231220_82c4b42b,gpt-oss-120b,gpt-oss-120b,correctness,5,13,1,0.0,17490,0,0,0,,0,,,0,,0,0,,,
20260708_230813_8cd1f4f8,gpt-oss-120b,gpt-oss-120b,correctness,5,10,4,0.0,65965,0,0,3,1.0,3,,,0,1.0,0,0,3,0,1.0
20260708_230602_20cfd203,gpt-oss-120b,gpt-oss-120b,correctness,5,19,6,0.0,86615,0,5,3,1.0,3,,,0,1.0,0,0,1,1,0.5
20260708_231530_5a04dcce,gpt-oss-120b,gpt-oss-120b,correctness,5,8,1,0.0,16357,0,0,0,,0,,,0,,0,0,,,
20260708_231500_12f13c4b,gpt-oss-120b,gpt-oss-120b,correctness,5,19,1,0.0,17015,0,0,0,,0,,,0,,0,0,,,
20260708_231732_33861882,gpt-oss-120b,gpt-oss-120b,correctness,5,7,1,0.0,17264,0,0,0,,0,,,0,,0,0,,,
20260708_231047_68ae0559,gpt-oss-120b,gpt-oss-120b,correctness,5,11,6,0.0,80891,0,1,4,0.8,4,,,0,1.0,1,0,3,1,0.75
20260708_231806_1727d7d5,gpt-oss-120b,gpt-oss-120b,correctness,5,7,1,0.0,16935,0,0,0,,0,,,0,,0,0,,,
20260708_231953_b5636040,gpt-oss-120b,gpt-oss-120b,correctness,5,6,1,0.0,15915,0,0,0,,0,,,0,,0,0,,,
20260708_231946_109fd0c5,gpt-oss-120b,gpt-oss-120b,correctness,5,6,1,0.0,19689,0,0,0,,0,,,0,,0,0,,,
